,rule,stimulus,response,multi_toks_or_oov
1050,antonym,unpopular,popular,False
1051,antonym,unspecified,specified,False
1052,antonym,closing,opening,False
1053,antonym,crude,refined,False
1054,antonym,intellectual,emotional,False
1055,antonym,careful,careless,False
1056,antonym,fearful,brave,False
1057,antonym,soft,hard,False
1058,antonym,fresh,salty,False
1059,antonym,forward,aft,False
1060,antonym,fail,pass,False
1061,antonym,perpendicular,oblique,False
1062,antonym,private,public,False
1063,antonym,forwards,backward,False
1064,antonym,late,middle,False
1065,antonym,conventional,unconventional,False
1066,antonym,unpleasant,pleasant,False
1067,antonym,unbroken,broken,False
1068,antonym,middle,early,False
1069,antonym,live,dead,False
1070,antonym,noisy,quiet,False
1071,antonym,cleaner,dirty,False
1072,antonym,spoken,written,False
1073,antonym,certain,uncertain,False
1074,antonym,major,minor,False
1075,antonym,rocky,smooth,False
1076,antonym,running,passing,False
1077,antonym,found,lost,False
1078,antonym,soft,loud,False
1079,antonym,insignificant,significant,False
1080,antonym,bottom,top,False
1081,antonym,midi,maxi,False
1082,antonym,synthetic,analytic,False
1083,antonym,naive,sophisticated,False
1084,antonym,retrospective,prospective,False
1085,antonym,commencement,middle,False
1086,antonym,blocked,free,False
1087,antonym,hopeless,hopeful,False
1088,antonym,minimum,maximal,False
1089,antonym,raw,cooked,False
1090,antonym,adopted,native,False
1091,antonym,enforce,exempt,False
1092,antonym,rising,falling,False
1093,antonym,mini,maxi,False
1094,antonym,secondary,primary,False
1095,antonym,hungry,thirsty,False
1096,antonym,medical,surgical,False
1097,antonym,decreased,increased,False
1098,antonym,upwards,down,False
1099,antonym,comparative,absolute,False
1100,antonym,first,middle,False
1101,antonym,curved,straight,False
1102,antonym,ineffective,effective,False
1103,antonym,unknown,known,False
1104,antonym,shallow,deep,False
1105,antonym,dead,alive,False
1106,antonym,parallel,perpendicular,False
1107,antonym,far,near,False
1108,antonym,uncomfortable,comfortable,False
1109,antonym,smooth,rough,False
1110,antonym,earliest,middle,False
1111,antonym,lowland,highland,False
1112,antonym,involuntary,voluntary,False
1113,antonym,indirect,direct,False
1114,antonym,beginning,middle,False
1115,antonym,tender,tough,False
1116,antonym,oblique,parallel,False
1117,antonym,much,little,False
1118,antonym,alternating,direct,False
1119,antonym,no,all,False
1120,antonym,stormy,calm,False
1121,antonym,outside,indoor,False
1122,antonym,applied,exempt,False
1123,antonym,evergreen,deciduous,False
1124,antonym,friend,stranger,False
1125,antonym,more,fewer,False
1126,antonym,imperfect,perfect,False
1127,antonym,empirical,theoretical,False
1128,antonym,bad,good,False
1129,antonym,bombing,pass,False
1130,antonym,cerebral,emotional,False
1131,antonym,unmarked,marked,False
1132,antonym,little,large,False
1133,antonym,different,same,False
1134,antonym,front,back,False
1135,antonym,upstairs,downstairs,False
1136,antonym,theoretical,applied,False
1137,antonym,like,unlike,False
1138,antonym,open,shut,False
1139,antonym,unnecessary,necessary,False
1140,antonym,significant,insignificant,False
1141,antonym,increasing,decreasing,False
1142,antonym,uneven,even,False
1143,antonym,western,eastern,False
1144,antonym,exciting,calm,False
1145,antonym,jam,free,False
1146,antonym,sour,sweet,False
1147,antonym,dependent,independent,False
1148,antonym,publicized,suppressed,False
1149,antonym,raising,lower,False
1150,antonym,continued,discontinued,False
1151,antonym,pro,anti,False
1152,antonym,tense,lax,False
1153,antonym,upward,down,False
1154,antonym,past,present,False
1155,antonym,opposed,unopposed,False
1156,antonym,little,big,False
1157,antonym,spontaneous,induced,False
1158,antonym,short,tall,False
1159,antonym,least,most,False
1160,antonym,masculine,feminine,False
1161,antonym,failing,pass,False
1162,antonym,decline,better,False
1163,antonym,procedural,substantive,False
1164,antonym,perennial,biennial,False
1165,antonym,unlike,like,False
1166,antonym,second,first,False
1167,antonym,aquatic,terrestrial,False
1168,antonym,yes,no,False
1169,antonym,young,old,False
1170,antonym,below,upstairs,False
1171,antonym,general,specific,False
1172,antonym,immortal,mortal,False
1173,antonym,authorised,unauthorized,False
1174,antonym,full,empty,False
1175,antonym,faced,back,False
1176,antonym,western,eastern,False
1177,antonym,aquatic,amphibious,False
1178,antonym,broad,narrow,False
1179,antonym,integrated,segregated,False
1180,antonym,pointless,pointed,False
1181,antonym,liberal,conservative,False
1182,antonym,conservative,liberal,False
1183,antonym,former,latter,False
1184,antonym,close,distant,False
1185,antonym,clear,unclear,False
1186,antonym,applied,theoretical,False
1187,antonym,direct,indirect,False
1188,antonym,pass,running,False
1189,antonym,separation,union,False
1190,antonym,single,double,False
1191,antonym,paired,alternate,False
1192,antonym,smaller,big,False
1193,antonym,sane,insane,False
1194,antonym,illegal,legal,False
1195,antonym,raised,lowered,False
1196,antonym,positive,neutral,False
1197,antonym,incredible,credible,False
1198,antonym,terrestrial,amphibious,False
1199,antonym,intercontinental,continental,False
1200,antonym,longer,short,False
1201,antonym,potential,actual,False
1202,antonym,northern,southern,False
1203,antonym,opening,close,False
1204,antonym,sensible,unreasonable,False
1205,antonym,worse,better,False
1206,antonym,breathless,breathing,False
1207,antonym,polar,equatorial,False
1208,antonym,lesser,greater,False
1209,antonym,irrelevant,relevant,False
1210,antonym,some,all,False
1211,antonym,worst,good,False
1212,antonym,goodness,evil,False
1213,antonym,unaffected,affected,False
1214,antonym,clear,cloudy,False
1215,antonym,federal,unitary,False
1216,antonym,dead,living,False
1217,antonym,downstairs,upstairs,False
1218,antonym,optional,obligatory,False
1219,antonym,active,dormant,False
1220,antonym,quiet,noisy,False
1221,antonym,ugly,beautiful,False
1222,antonym,face,back,False
1223,antonym,glad,sad,False
1224,antonym,acceptable,unacceptable,False
1225,antonym,inclined,vertical,False
1226,antonym,tired,rested,False
1227,antonym,sweet,salty,False
1228,antonym,divided,united,False
1229,antonym,paid,unpaid,False
1230,antonym,undeveloped,exploited,False
1231,antonym,dominant,subordinate,False
1232,antonym,unaffected,moved,False
1233,antonym,forward,back,False
1234,antonym,ordinary,extraordinary,False
1235,antonym,wrong,correct,False
1236,antonym,new,worn,False
1237,antonym,all,some,False
1238,antonym,best,worst,False
1239,antonym,visible,invisible,False
1240,antonym,heterosexual,homosexual,False
1241,antonym,sharpened,dull,False
1242,antonym,interior,exterior,False
1243,antonym,opened,close,False
1244,antonym,dry,sweet,False
1245,antonym,lost,found,False
1246,antonym,charge,calm,False
1247,antonym,analytical,synthetic,False
1248,antonym,compatible,incompatible,False
1249,antonym,inexperienced,experienced,False
1250,antonym,mathematical,verbal,False
1251,antonym,liquid,solid,False
1252,antonym,religious,secular,False
1253,antonym,rouse,calm,False
1254,antonym,patterned,plain,False
1255,antonym,geographic,magnetic,False
1256,antonym,tall,short,False
1257,antonym,anterior,posterior,False
1258,antonym,hot,cold,False
1259,antonym,graceful,awkward,False
1260,antonym,ill,well,False
1261,antonym,shutting,open,False
1262,antonym,marked,unmarked,False
1263,antonym,latest,early,False
1264,antonym,real,nominal,False
1265,antonym,backward,forward,False
1266,antonym,more,less,False
1267,antonym,heavy,light,False
1268,antonym,bound,free,False
1269,antonym,blessed,cursed,False
1270,antonym,regular,irregular,False
1271,antonym,midi,maxi,False
1272,antonym,friendly,hostile,False
1273,antonym,thin,thick,False
1274,antonym,late,early,False
1275,antonym,dull,bright,False
1276,antonym,endemic,epidemic,False
1277,antonym,relaxing,restless,False
1278,antonym,stupid,intelligent,False
1279,antonym,wrought,idle,False
1280,antonym,soft,hardened,False
1281,antonym,shut,open,False
1282,antonym,heating,cool,False
1283,antonym,reasonable,unreasonable,False
1284,antonym,following,leading,False
1285,antonym,fertile,sterile,False
1286,antonym,soil,clean,False
1287,antonym,affected,unaffected,False
1288,antonym,epidemic,endemic,False
1289,antonym,backed,front,False
1290,antonym,fewer,more,False
1291,antonym,riches,poor,False
1292,antonym,immature,ripe,False
1293,antonym,unsuccessful,successful,False
1294,antonym,male,female,False
1295,antonym,circular,square,False
1296,antonym,friend,stranger,False
1297,antonym,south,north,False
1298,antonym,equal,inadequate,False
1299,antonym,able,unable,False
1300,antonym,unsafe,safe,False
1301,antonym,green,ripe,False
1302,antonym,relax,tense,False
1303,antonym,amphibious,aquatic,False
1304,antonym,little,tall,False
1305,antonym,finer,coarse,False
1306,antonym,good,bad,False
1307,antonym,incorrectly,right,False
1308,antonym,ineligible,eligible,False
1309,antonym,inclined,horizontal,False
1310,antonym,failing,passing,False
1311,antonym,far,near,False
1312,antonym,geographical,magnetic,False
1313,antonym,extensive,intensive,False
1314,antonym,hard,soft,False
1315,antonym,brunette,blond,False
1316,antonym,main,dependent,False
1317,antonym,sighted,blind,False
1318,antonym,unsure,sure,False
1319,antonym,blackness,white,False
1320,antonym,thin,fat,False
1321,antonym,all,no,False
1322,antonym,unnatural,normal,False
1323,antonym,white,black,False
1324,antonym,sweet,sour,False
1325,antonym,neutral,positive,False
1326,antonym,anal,oral,False
1327,antonym,substantive,adjective,False
1328,antonym,harmless,harmful,False
1329,synonym,imported,spell,False
1330,synonym,decree,edict,False
1331,synonym,blend,blending,False
1332,synonym,liv,54,False
1333,synonym,travelled,go,False
1334,synonym,wheel,bike,False
1335,synonym,liquidation,elimination,False
1336,synonym,irony,sarcasm,False
1337,synonym,bend,curve,False
1338,synonym,agrarian,farming,False
1339,synonym,mold,influence,False
1340,synonym,evident,unmistakable,False
1341,synonym,dos,answer,False
1342,synonym,mall,promenade,False
1343,synonym,damaged,damage,False
1344,synonym,regrets,rue,False
1345,synonym,twain,duo,False
1346,synonym,operate,function,False
1347,synonym,sum,total,False
1348,synonym,cabbage,dough,False
1349,synonym,working,turn,False
1350,synonym,gesture,motion,False
1351,synonym,exercising,workout,False
1352,synonym,staunch,halt,False
1353,synonym,trial,test,False
1354,synonym,rally,cod,False
1355,synonym,es,eastward,False
1356,synonym,jumping,skip,False
1357,synonym,seats,sit,False
1358,synonym,remnant,remainder,False
1359,synonym,pressed,campaign,False
1360,synonym,works,sour,False
1361,synonym,eats,exhaust,False
1362,synonym,prefer,choose,False
1363,synonym,boom,roar,False
1364,synonym,organisation,governance,False
1365,synonym,judgment,assessment,False
1366,synonym,relax,slack,False
1367,synonym,value,treasure,False
1368,synonym,graphic,graphical,False
1369,synonym,relax,loosen,False
1370,synonym,displacement,translation,False
1371,synonym,going,exit,False
1372,synonym,dragging,sweep,False
1373,synonym,flinch,funk,False
1374,synonym,patron,sponsor,False
1375,synonym,stress,emphasize,False
1376,synonym,low,down,False
1377,synonym,counterpart,twin,False
1378,synonym,passage,enactment,False
1379,synonym,sending,commit,False
1380,synonym,inscription,lettering,False
1381,synonym,disagree,differ,False
1382,synonym,accelerator,catalyst,False
1383,synonym,outrage,scandal,False
1384,synonym,holding,have,False
1385,synonym,thrown,confuse,False
1386,synonym,pathway,tract,False
1387,synonym,plastered,loaded,False
1388,synonym,follow,observe,False
1389,synonym,driven,ride,False
1390,synonym,telling,tell,False
1391,synonym,mention,citation,False
1392,synonym,placed,invest,False
1393,synonym,crusade,press,False
1394,synonym,turin,torino,False
1395,synonym,stops,point,False
1396,synonym,mon,monday,False
1397,synonym,digging,poke,False
1398,synonym,wasted,skeletal,False
1399,synonym,charming,magic,False
1400,synonym,greeting,recognise,False
1401,synonym,distinguished,differentiate,False
1402,synonym,artillery,weapon,False
1403,synonym,designate,specify,False
1404,synonym,watering,water,False
1405,synonym,making,name,False
1406,synonym,stacks,batch,False
1407,synonym,display,presentation,False
1408,synonym,disqualified,unfit,False
1409,synonym,delighted,transport,False
1410,synonym,make,hold,False
1411,synonym,cop,collar,False
1412,synonym,ds,d,False
1413,synonym,mound,pile,False
1414,synonym,burst,split,False
1415,synonym,help,assistant,False
1416,synonym,secret,underground,False
1417,synonym,unfit,bad,False
1418,synonym,object,aim,False
1419,synonym,entertained,nurse,False
1420,synonym,cutting,reduce,False
1421,synonym,aforementioned,said,False
1422,synonym,swelling,swell,False
1423,synonym,union,pairing,False
1424,synonym,curved,sheer,False
1425,synonym,frustrated,scotch,False
1426,synonym,fate,lot,False
1427,synonym,provoked,plague,False
1428,synonym,glare,spotlight,False
1429,synonym,marks,marking,False
1430,synonym,hazard,jeopardy,False
1431,synonym,whistle,whistling,False
1432,synonym,play,toy,False
1433,synonym,repeat,double,False
1434,synonym,hardship,severity,False
1435,synonym,best,upright,False
1436,synonym,master,skipper,False
1437,synonym,quaker,friend,False
1438,synonym,sodium,na,False
1439,synonym,mystic,secret,False
1440,synonym,near,approach,False
1441,synonym,piss,make,False
1442,synonym,open,exposed,False
1443,synonym,tied,level,False
1444,synonym,play,flirt,False
1445,synonym,difference,deviation,False
1446,synonym,als,al,False
1447,synonym,samson,bull,False
1448,synonym,numerous,legion,False
1449,synonym,dick,prick,False
1450,synonym,hammering,pound,False
1451,synonym,falls,autumn,False
1452,synonym,fortress,fort,False
1453,synonym,interior,midland,False
1454,synonym,stimulation,stimulus,False
1455,synonym,needs,take,False
1456,synonym,glazed,shiny,False
1457,synonym,hold,nurse,False
1458,synonym,bond,attach,False
1459,synonym,bore,brook,False
1460,synonym,colour,color,False
1461,synonym,bounty,amplitude,False
1462,synonym,realized,realised,False
1463,synonym,favored,prefer,False
1464,synonym,pissed,stung,False
1465,synonym,disperse,dot,False
1466,synonym,slam,bang,False
1467,synonym,jaw,lecture,False
1468,synonym,upgrade,advance,False
1469,synonym,parts,division,False
1470,synonym,ruined,break,False
1471,synonym,spotting,distinguish,False
1472,synonym,sleek,streamlined,False
1473,synonym,stake,back,False
1474,synonym,trance,charm,False
1475,synonym,dealings,handle,False
1476,synonym,john,trick,False
1477,synonym,march,border,False
1478,synonym,hardly,just,False
1479,synonym,flaps,roll,False
1480,synonym,firing,fuel,False
1481,synonym,multitude,pack,False
1482,synonym,develop,break,False
1483,synonym,training,educate,False
1484,synonym,understanding,intellect,False
1485,synonym,command,require,False
1486,synonym,rugged,tough,False
1487,synonym,greatest,sterling,False
1488,synonym,hunt,search,False
1489,synonym,fill,fulfill,False
1490,synonym,variant,edition,False
1491,synonym,service,help,False
1492,synonym,gymnasium,gym,False
1493,synonym,agitated,rouse,False
1494,synonym,loving,screw,False
1495,synonym,trim,dress,False
1496,synonym,situated,located,False
1497,synonym,worn,break,False
1498,synonym,measured,assess,False
1499,synonym,deal,hand,False
1500,synonym,modified,alter,False
1501,synonym,fix,deposit,False
1502,synonym,finding,recover,False
1503,synonym,always,invariably,False
1504,synonym,contamination,pollution,False
1505,synonym,intend,think,False
1506,synonym,shouted,cry,False
1507,synonym,blocked,blockade,False
1508,synonym,run,lam,False
1509,synonym,ping,pink,False
1510,synonym,blue,dark,False
1511,synonym,observing,notice,False
1512,synonym,comfortable,easy,False
1513,synonym,bid,offer,False
1514,synonym,revival,resurgence,False
1515,synonym,brush,encounter,False
1516,synonym,colours,coloring,False
1517,synonym,stupid,stunned,False
1518,synonym,finish,end,False
1519,synonym,result,issue,False
1520,synonym,slacks,slack,False
1521,synonym,circumstances,consideration,False
1522,synonym,distorted,color,False
1523,synonym,decomposition,rot,False
1524,synonym,hated,hat,False
1525,synonym,reflex,automatic,False
1526,synonym,scotch,scots,False
1527,synonym,soul,somebody,False
1528,synonym,plantation,grove,False
1529,synonym,employed,employ,False
1530,synonym,computation,computing,False
1531,synonym,silver,ag,False
1532,synonym,raped,pink,False
1533,synonym,awake,alert,False
1534,synonym,house,theater,False
1535,synonym,starving,lust,False
1536,synonym,dense,dull,False
1537,synonym,heading,steer,False
1538,synonym,e,eastward,False
1539,synonym,stacks,lot,False
1540,synonym,publish,write,False
1541,synonym,accent,dialect,False
1542,synonym,maker,almighty,False
1543,synonym,saliva,spit,False
1544,synonym,searching,seek,False
1545,synonym,preferred,favour,False
1546,synonym,state,commonwealth,False
1547,synonym,open,capable,False
1548,synonym,flip,throw,False
1549,synonym,angle,tilt,False
1550,synonym,netting,web,False
1551,synonym,turning,rick,False
1552,synonym,saw,catch,False
1553,synonym,wet,plastered,False
1554,synonym,line,argument,False
1555,synonym,northeast,ne,False
1556,synonym,beam,air,False
1557,synonym,son,boy,False
1558,synonym,hurried,zip,False
1559,synonym,integration,integrating,False
1560,synonym,secure,plug,False
1561,synonym,beau,fellow,False
1562,synonym,earned,realise,False
1563,synonym,west,w,False
1564,synonym,stroll,promenade,False
1565,synonym,place,point,False
1566,synonym,wounding,spite,False
1567,synonym,rent,pull,False
1568,synonym,crimson,scarlet,False
1569,synonym,select,take,False
1570,synonym,rising,surface,False
1571,synonym,influenza,flu,False
1572,synonym,sloping,splash,False
1573,synonym,spectacular,dramatic,False
1574,synonym,scotch,economical,False
1575,synonym,winding,weave,False
1576,synonym,ne,nebraska,False
1577,synonym,driven,labour,False
1578,synonym,handled,handle,False
1579,synonym,stays,check,False
1580,synonym,endeavour,effort,False
1581,synonym,addiction,dependence,False
1582,synonym,post,brand,False
1583,synonym,humiliated,broken,False
1584,synonym,mansion,residence,False
1585,synonym,glance,glimpse,False
1586,synonym,curled,curl,False
1587,synonym,masses,mountain,False
1588,synonym,rape,violation,False
1589,synonym,gi,gilbert,False
1590,synonym,packaging,publicity,False
1591,synonym,attested,documented,False
1592,synonym,rule,ruler,False
1593,synonym,ass,backside,False
1594,synonym,include,admit,False
1595,synonym,program,plan,False
1596,synonym,redevelopment,overhaul,False
1597,synonym,considered,consider,False
1598,synonym,authenticity,legitimacy,False
1599,synonym,roam,swan,False
1600,synonym,infection,transmission,False
1601,synonym,care,handle,False
1602,synonym,comprehend,perceive,False
1603,synonym,sneak,lift,False
1604,synonym,eddy,swirl,False
1605,synonym,match,catch,False
1606,synonym,blossom,prime,False
1607,synonym,break,bump,False
1608,synonym,addressed,treat,False
1609,synonym,painful,sore,False
1610,synonym,softened,cushion,False
1611,synonym,lots,fortune,False
1612,synonym,diverted,amused,False
1613,synonym,yank,jerk,False
1614,synonym,handwriting,script,False
1615,synonym,moreover,furthermore,False
1616,synonym,ingredient,factor,False
1617,synonym,reaching,give,False
1618,synonym,outlaw,outlawed,False
1619,synonym,am,be,False
1620,synonym,committed,commit,False
1621,synonym,pose,puzzle,False
1622,synonym,sham,pretended,False
1623,synonym,true,one,False
1624,synonym,evenly,equally,False
1625,synonym,sunlight,sunshine,False
1626,synonym,pond,pool,False
1627,synonym,dressed,groom,False
1628,synonym,make,induce,False
1629,synonym,thinking,intelligent,False
1630,synonym,anatomy,shape,False
1631,synonym,dog,hound,False
1632,synonym,issue,consequence,False
1633,synonym,meeting,contact,False
1634,synonym,mates,fellow,False
1635,synonym,coke,blow,False
1636,synonym,9th,ninth,False
1637,synonym,mix,mixture,False
1638,synonym,pissed,wee,False
1639,synonym,biting,prick,False
1640,synonym,casting,project,False
1641,synonym,really,genuinely,False
1642,synonym,suite,rooms,False
1643,synonym,family,fellowship,False
1644,synonym,bloody,flaming,False
1645,synonym,nirvana,paradise,False
1646,synonym,fancy,project,False
1647,synonym,campaigning,press,False
1648,synonym,perch,light,False
1649,synonym,dent,nick,False
1650,synonym,control,assure,False
1651,synonym,masses,lot,False
1652,synonym,malaya,malaysia,False
1653,synonym,northeast,ne,False
1654,synonym,discourage,deter,False
1655,synonym,consecrated,dedicated,False
1656,synonym,seeing,catch,False
1657,synonym,honour,award,False
1658,synonym,coiled,curl,False
1659,synonym,solved,work,False
1660,synonym,air,vent,False
1661,synonym,naming,appointment,False
1662,synonym,guiding,maneuver,False
1663,synonym,toss,pitch,False
1664,synonym,chance,luck,False
1665,synonym,tight,soaked,False
1666,synonym,stern,can,False
1667,synonym,k,green,False
1668,synonym,prove,test,False
1669,synonym,reversed,overthrow,False
1670,synonym,bill,notice,False
1671,synonym,directional,directive,False
1672,synonym,rise,procession,False
1673,synonym,hardy,sturdy,False
1674,synonym,head,header,False
1675,synonym,escape,miss,False
1676,synonym,scores,make,False
1677,synonym,jogging,clip,False
1678,synonym,so,indeed,False
1679,synonym,focus,direction,False
1680,synonym,sort,form,False
1681,synonym,second,2d,False
1682,synonym,free,spare,False
1683,synonym,arched,arching,False
1684,synonym,carry,take,False
1685,synonym,productive,fertile,False
1686,synonym,break,give,False
1687,synonym,static,motionless,False
1688,synonym,restrain,limit,False
1689,synonym,found,happen,False
1690,synonym,prospect,candidate,False
1691,synonym,addition,increase,False
1692,synonym,skinny,close,False
1693,synonym,works,make,False
1694,synonym,as,a,False
1695,synonym,greet,recognize,False
1696,synonym,august,venerable,False
1697,synonym,earth,globe,False
1698,synonym,convert,exchange,False
1699,synonym,deception,magic,False
1700,synonym,order,govern,False
1701,synonym,rising,develop,False
1702,synonym,correction,discipline,False
1703,synonym,coming,climax,False
1704,synonym,pin,stick,False
1705,synonym,plain,champaign,False
1706,synonym,actual,existent,False
1707,synonym,railing,train,False
1708,synonym,twin,pair,False
1709,synonym,respects,regard,False
1710,synonym,moved,strike,False
1711,synonym,disclose,break,False
1712,synonym,surface,coat,False
1713,synonym,torn,pull,False
1714,synonym,covered,hatch,False
1715,synonym,billings,charge,False
1716,synonym,needs,need,False
1717,synonym,flick,flicker,False
1718,synonym,occupy,interest,False
1719,synonym,concession,yielding,False
1720,synonym,ks,k,False
1721,synonym,gall,resentment,False
1722,synonym,4th,fourth,False
1723,synonym,violate,spoil,False
1724,synonym,refer,cite,False
1725,synonym,juicy,fat,False
1726,synonym,pulse,beat,False
1727,synonym,sunshine,sunlight,False
1728,synonym,name,list,False
1729,synonym,matched,oppose,False
1730,synonym,real,actual,False
1731,synonym,curl,loop,False
1732,synonym,matt,mat,False
1733,synonym,country,commonwealth,False
1734,synonym,drop,fell,False
1735,synonym,boring,slow,False
1736,synonym,bow,crouch,False
1737,synonym,chatter,click,False
1738,synonym,type,character,False
1739,synonym,extract,pull,False
1740,synonym,just,scarce,False
1741,synonym,have,let,False
1742,synonym,sea,ocean,False
1743,synonym,baffled,bewildered,False
1744,synonym,conduct,behaviour,False
1745,synonym,ok,alright,False
1746,synonym,world,domain,False
1747,synonym,feeling,spirit,False
1748,synonym,enclosed,wrap,False
1749,synonym,defending,hold,False
1750,synonym,recess,corner,False
1751,synonym,reluctance,hesitation,False
1752,synonym,lift,raising,False
1753,synonym,beau,gallant,False
1754,synonym,ace,one,False
1755,synonym,darling,favourite,False
1756,synonym,tire,weary,False
1757,synonym,try,attempt,False
1758,synonym,inside,inner,False
1759,synonym,unknown,unnamed,False
1760,synonym,encouraging,further,False
1761,synonym,apply,give,False
1762,synonym,hades,underworld,False
1763,synonym,thrust,shove,False
1764,synonym,adjusted,correct,False
1765,synonym,fill,satisfy,False
1766,synonym,header,head,False
1767,synonym,banned,prohibited,False
1768,synonym,cast,frame,False
1769,synonym,burst,fit,False
1770,synonym,narrow,minute,False
1771,synonym,lead,star,False
1772,rhyme,sack,shack,False
1773,rhyme,melt,set,False
1774,rhyme,hip,grip,False
1775,rhyme,torn,corn,False
1776,rhyme,fin,pin,False
1777,rhyme,why,tie,False
1778,rhyme,motel,panel,False
1779,rhyme,zipper,super,False
1780,rhyme,yarn,warn,False
1781,rhyme,heat,poet,False
1782,rhyme,brick,click,False
1783,rhyme,wine,pine,False
1784,rhyme,ear,tar,False
1785,rhyme,debt,melt,False
1786,rhyme,fling,being,False
1787,rhyme,mind,wind,False
1788,rhyme,win,skin,False
1789,rhyme,diet,bent,False
1790,rhyme,flick,sick,False
1791,rhyme,debt,beat,False
1792,rhyme,prick,slick,False
1793,rhyme,hat,mat,False
1794,rhyme,bone,phone,False
1795,rhyme,west,debt,False
1796,rhyme,line,wine,False
1797,rhyme,zone,tone,False
1798,rhyme,fail,hail,False
1799,rhyme,storage,cottage,False
1800,rhyme,guide,hide,False
1801,rhyme,meat,bent,False
1802,rhyme,debt,tent,False
1803,rhyme,bit,fit,False
1804,rhyme,noun,sun,False
1805,rhyme,tack,rack,False
1806,rhyme,motel,towel,False
1807,rhyme,jaw,raw,False
1808,rhyme,sausage,wage,False
1809,rhyme,meet,pet,False
1810,rhyme,tap,lap,False
1811,rhyme,diet,feet,False
1812,rhyme,custom,bottom,False
1813,rhyme,father,copper,False
1814,rhyme,king,ring,False
1815,rhyme,lip,ship,False
1816,rhyme,hem,team,False
1817,rhyme,courage,cottage,False
1818,rhyme,sense,tense,False
1819,rhyme,plush,flush,False
1820,rhyme,charge,far,False
1821,rhyme,thing,king,False
1822,rhyme,mill,fill,False
1823,rhyme,dawn,lawn,False
1824,rhyme,hostage,sage,False
1825,rhyme,hold,gold,False
1826,rhyme,poet,bent,False
1827,rhyme,string,saying,False
1828,rhyme,gun,noun,False
1829,rhyme,pet,heat,False
1830,rhyme,steak,sneak,False
1831,rhyme,vow,glow,False
1832,rhyme,bent,meat,False
1833,rhyme,hot,dot,False
1834,rhyme,jug,mug,False
1835,rhyme,mat,pat,False
1836,rhyme,wide,tide,False
1837,rhyme,man,can,False
1838,rhyme,appear,guitar,False
1839,rhyme,page,storage,False
1840,rhyme,garbage,cage,False
1841,rhyme,tip,ship,False
1842,rhyme,sink,stink,False
1843,rhyme,snow,glow,False
1844,rhyme,hood,good,False
1845,rhyme,open,when,False
1846,rhyme,net,west,False
1847,rhyme,paper,pepper,False
1848,rhyme,melt,bent,False
1849,rhyme,push,wish,False
1850,rhyme,color,floor,False
1851,rhyme,lead,head,False
1852,rhyme,barrage,bandage,False
1853,rhyme,barrage,rage,False
1854,rhyme,prick,kick,False
1855,rhyme,hostage,sausage,False
1856,rhyme,plush,bush,False
1857,rhyme,glue,blue,False
1858,rhyme,waste,paste,False
1859,rhyme,skin,spin,False
1860,rhyme,train,gain,False
1861,rhyme,garbage,courage,False
1862,rhyme,pope,slope,False
1863,rhyme,skin,pain,False
1864,rhyme,youth,south,False
1865,rhyme,jail,fail,False
1866,rhyme,cast,fast,False
1867,rhyme,good,mood,False
1868,rhyme,wash,fish,False
1869,rhyme,baggage,passage,False
1870,rhyme,jaw,paw,False
1871,rhyme,flick,thick,False
1872,rhyme,rate,hate,False
1873,rhyme,free,tree,False
1874,rhyme,soil,jail,False
1875,rhyme,row,grow,False
1876,rhyme,casket,bucket,False
1877,rhyme,passage,sausage,False
1878,rhyme,ram,dam,False
1879,rhyme,little,bottle,False
1880,rhyme,parent,threat,False
1881,rhyme,sting,sing,False
1882,rhyme,push,fish,False
1883,rhyme,storage,bandage,False
1884,rhyme,copper,driver,False
1885,rhyme,fake,wake,False
1886,rhyme,poet,wet,False
1887,rhyme,pun,fun,False
1888,rhyme,big,fig,False
1889,rhyme,melt,meet,False
1890,rhyme,tack,lack,False
1891,rhyme,trick,quick,False
1892,rhyme,slide,ride,False
1893,rhyme,bandage,massage,False
1894,rhyme,glow,crow,False
1895,rhyme,blast,fast,False
1896,rhyme,snack,back,False
1897,rhyme,jar,far,False
1898,rhyme,string,loving,False
1899,rhyme,flush,brush,False
1900,rhyme,pine,line,False
1901,rhyme,bat,eat,False
1902,rhyme,couch,touch,False
1903,rhyme,jack,black,False
1904,rhyme,brief,grief,False
1905,rhyme,catch,patch,False
1906,rhyme,barrage,message,False
1907,rhyme,drip,dip,False
1908,rhyme,tow,blow,False
1909,rhyme,gem,seem,False
1910,rhyme,war,ear,False
1911,rhyme,angel,towel,False
1912,rhyme,room,groom,False
1913,rhyme,sailing,feeling,False
1914,rhyme,meet,bet,False
1915,rhyme,think,sink,False
1916,rhyme,feet,belt,False
1917,rhyme,answer,flower,False
1918,rhyme,massage,page,False
1919,rhyme,hat,pat,False
1920,rhyme,night,fight,False
1921,rhyme,wash,cash,False
1922,rhyme,sausage,courage,False
1923,rhyme,barrage,massage,False
1924,rhyme,dinner,banner,False
1925,rhyme,punch,bunch,False
1926,rhyme,rail,nail,False
1927,rhyme,passage,cage,False
1928,rhyme,thread,parent,False
1929,rhyme,basket,bucket,False
1930,rhyme,room,boom,False
1931,rhyme,loving,eating,False
1932,rhyme,tap,soap,False
1933,rhyme,bee,fee,False
1934,rhyme,rebel,wheel,False
1935,rhyme,call,mall,False
1936,rhyme,kick,slick,False
1937,rhyme,nest,rest,False
